BTC,"Ether/BTC ratio at 0.061, lowest since October. Bitcoin dominance above 40% for first time since 2018",NEGATIVE,0.9710553288459778,https://finance.yahoo.com/news/bitcoin-track-extend-record-losing-044257733.html
BTC,"Ether is down 13% so far in May, compared with an 11% drop in SOL, DOGE.",NEGATIVE,0.9990342855453491,https://finance.yahoo.com/news/market-wrap-cryptos-mixed-bitcoin-201808122.html
BTC,USD’s buying power against BTC has been in an uptrend for most part of 2020.,NEGATIVE,0.9936532974243164,https://finance.yahoo.com/news/inflation-affect-cryptocurrencies-bitcoin-ethereum-171253075.html
BTC,"Largest cryptocurrecy now accounts for 44% of total market value. Ether, Avalanche and Solana have suffered big drops",NEGATIVE,0.9979473948478699,https://ca.finance.yahoo.com/news/bitcoin-crypto-dominance-strongest-since-082907326.html
BTC,"The cryptocurrency surged to a record high of $19,834.93 in November 2021.",POSITIVE,0.932706356048584,https://finance.yahoo.com/news/bitcoin-continuing-troubles-2022-indicate-105825915.html
BTC,"Ether tumbles as much as 11%, Cardano, Solana drop. Bitcoin, Cardano, Polkadot all fall on Thursday",NEGATIVE,0.989520788192749,https://finance.yahoo.com/news/ethereum-sinks-beacon-chain-suffers-213145313.html
BTC,JPMorgan sees Bitcoin undervalued by 28%. HUT 8 and HIVE should be ‘screaming buys’: analyst,NEGATIVE,0.9967013001441956,https://ca.finance.yahoo.com/news/2-crypto-stocks-buy-despite-131500553.html
BTC,Institutional investor reconsiders HSBC role. HSBC’s senior banker downplayed risks from climate change,NEGATIVE,0.9732629656791687,https://ca.finance.yahoo.com/news/u-sec-rejects-carbon-neutral-165449053.html
BTC,"Ethereum breaks below $1,900 support, while Bitcoin is holding near $30K.",NEGATIVE,0.9990807771682739,https://finance.yahoo.com/news/morning-crypto-briefing-altcoins-tumble-105752024.html
BTC,"Revenues from mining pool, self-mining and data center segments decreased.",NEGATIVE,0.9993151426315308,https://finance.yahoo.com/news/bit-mining-limited-announces-unaudited-120000018.html
